SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS,group_id,day_index,hour_index,_household_size,_segment,_serial_num,_reused,status,posted_at,error,uri,cid,thread_post_count
1531592,1,I am a 56-year-old woman. I am divorced. I was born in Wyoming. My ancestry is german. I am a teaching assistant. I made $40k last year. I drive to work. I leave for work at around 10:05 am. It takes me about 5 minutes to get to work.,I live alone.,I live in Wyoming. I live in a mobile home or trailer built in the 1970s with 3 bedrooms. I own my home. My annual property taxes are $ 50 - 99.,,2,2,6,1,size_1,1531592,0,posted,2026-04-08T04:49:42+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mixikhc2nb2j,bafyreihgtvegu7tufcyxqofyelnpfzbriqc522njj4gnk53zwi6rd3quri,2.0
3860,"1,2,3,4,5",I am a 44-year-old woman. I was born in Alabama. I am a cashier. I made $20k last year. I drive to work. I leave for work at around 11:35 am. It takes me about 5 minutes to get to work.,I live with my husband and 2 sons and my daughter.,"We live in the birmingham, Alabama area. We live in a mobile home or trailer built in the 2000s with 3 bedrooms. We own our home. Our annual property taxes are $1-49 ($2-49 in 1990 pr samples).",My husband is 43 years old. He was born in Illinois. He have been looking for work. He works as a production worker. He did not have personal income last year. My 1st son is 22 years old. He was born in Alabama. He works as a cleaner of vehicles and equipment. He made $18k last year. He leaves for work at around 6:02 am. It takes him about 25 minutes to get to work. My daughter is 15 years old. She was born in Alabama. She did not have personal income last year. My 2nd son is 11 years old. He was born in Alabama.,2,2,7,5,size_5_7,3860,0,posted,2026-04-08T05:31:04+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mixkufsdrg2t,bafyreid2ffmw33bd3kuotxjxgutuxuwkpdibfbfvpe22bfkayrqyyw6d5q,4.0
3815,1,"I am a 71-year-old woman. I was born in Missouri. My ancestry is swedish. I am not in the work force anymore, my income was $62.3k last year. I studied general education in college.",I live alone.,"I live in Alabama. I live in a attached house built in the 1980s with 2 bedrooms. I used a mortgage to buy my home. My annual property taxes are $ 1,000 - 1,099.",,2,2,8,1,size_1,3815,0,posted,2026-04-08T06:22:30+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mixnqezc2x2h,bafyreifr5sf3vakhvcvubritqbgmtaoojvjkp34q33rpqxu4qklyaysn4e,2.0
1531596,"1,2,3,4,5",I am a 47-year-old man. I moved from a different state last year. I was born in Kansas. My ancestry is irish. I am a postsecondary teacher. I made $193.2k last year. I studied finance in college. I drive to work. I leave for work at around 8:12 am. It takes me about 15 minutes to get to work.,I live with my wife and 2 sons and my daughter.,We live in Wyoming. We live in a house built in the 2010s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $8000-8999 ($8000-9099 in 2000).,My wife is 43 years old. She was naturalized as a citizen in 2017. She was born in south america. She speaks portuguese. Her ancestry is portuguese. She did not have personal income last year. She studied marketing and marketing research. My daughter is 13 years old. She was born in Missouri. Her ancestry is portuguese. My 1st son is 12 years old. He was born in Kansas. My 2nd son is 8 years old. He was born in Kansas.,2,2,9,5,size_5_7,1531596,0,posted,2026-04-08T07:23:20+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mixr56iulc2e,bafyreidwh4hkqsenvvw2vpyjemlcnyqaymatdgogbcteb6l5t6arvfggyq,4.0
1531591,1,"I am a 68-year-old woman. I am divorced. I was born in Illinois. My ancestry is french. I used to be a registered nurse. I am not in the work force anymore, my income was $4.1k last year. I studied biology in college.",I live alone.,"I live in the cheyenne, Wyoming area. I live in a house built in 2022 with 3 bedrooms. I used a mortgage to buy my home. My annual property taxes are $ 2,800 - 2,899.",,2,2,10,1,size_1,1531591,0,posted,2026-04-08T08:18:36+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mixu7yffke2j,bafyreie2iptn4h7cpgmwz7oecnwstwmeaua2lnbyhaiixv4z24mw3xnyle,2.0
3845,"1,2,3,4,5",I am a 43-year-old man. I was born in Alabama. My ancestry is english. I am a firefighter. I made $86k last year. I drive to work. I leave for work at around 6:02 am. It takes me about 60 minutes to get to work.,I live with my wife and 2 sons and my daughter.,We live in Alabama. We live in a house built in the 1970s with 4 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 250 - 299.,"My wife is 41 years old. She was born in Alabama. Her ancestry is english. She is a nurse practitioner, and nurse midwife. She made $100k last year. She studied nursing. She leaves for work at around 5:47 am. It takes her about 60 minutes to get to work. My daughter is 15 years old. She was born in Alabama. Her ancestry is english. She did not have personal income last year. My 1st son is 11 years old. He was born in Alabama. His ancestry is english. My 2nd son is 6 years old. He was born in Alabama. His ancestry is english.",2,2,11,5,size_5_7,3845,0,posted,2026-04-08T09:18:05+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mixxkeagut2o,bafyreif4teujlzerp4aye5kryqdlve2tjj3ep6zz36kzknlizgjaan5guq,4.0
3810,"1,2",I am a 66-year-old man. I was born in Georgia. My ancestry is scottish. I am a director of religious activities and education. I made $35k last year. I studied philosophy and religious studies in college. I drive to work. I leave for work at around 9:02 am. It takes me about 15 minutes to get to work.,I live with my wife.,"We live in the mobile, Alabama area. We live in a house built around 1990 with 4 bedrooms. We own our home. Our annual property taxes are $ 2,500 - 2,599.",My wife is 64 years old. She was born in Georgia. Her ancestry is irish. She is a clergy. She made $25k last year. She studied english language and literature. She leaves for work at around 8:52 am. It takes her about 8 minutes to get to work.,2,2,12,2,size_2,3810,0,posted,2026-04-08T10:17:30+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miy2ullxcv2h,bafyreicsnng63syqiq5lxvyrdcj4fl2qxescxgf6vhu2co6bgyalqmpura,3.0
1531589,"1,2,3",I am a 55-year-old man. I am divorced. I am a veteran. I was born in California. My ancestry is german. I am a water and wastewater treatment plant and system operator. I made $48k last year. I drive to work. I leave for work at around 6:02 am. It takes me about 5 minutes to get to work.,I live with my stepdaughter and my female partner.,We live in Wyoming. We live in a house built in the 1970s with 2 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 900 - 949.,My female partner is 44 years old. She was born in California. She speaks spanish. Her ancestry is scottish. She is a medical assistant. She made $33k last year. She leaves for work at around 7:02 am. It takes her about 5 minutes to get to work. My stepdaughter is 19 years old. She was born in Colorado. She speaks spanish. Her ancestry is mexican. She is a stocker and order filler. She made $2.8k last year. She leaves for work at around 12:05 pm. It takes her about 5 minutes to get to work.,2,2,13,3,size_3_4,1531589,0,posted,2026-04-08T11:15:54+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miy64zzsee2e,bafyreihvirinjllc5bdw5jdt5ukakaszlp5sfzozf3v32kv5mf6vtdifiq,4.0
1531611,"1,2",I am a 64-year-old woman. I have been married more than once. I was born in Michigan. My ancestry is danish. I made $38.1k last year.,I live with my husband.,We live in Wyoming. We live in a house built around 1990 with 2 bedrooms. We own our home. Our annual property taxes are $2100-2199 ($2199+ 1990 pr samples).,My husband is 61 years old. He was born in California. His ancestry is english. He works as a wholesale and manufacturing sales representative. He made $260 last year. He studied communications.,2,2,14,2,size_2,1531611,0,posted,2026-04-08T12:08:20+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miyb2rmjoh2e,bafyreigkxjivk6lj5y2lllt5lx2eaasej4vfa3hrbcuwy7is5gf7543avu,3.0
3820,"1,2,3","I am a 65-year-old man. I have been married more than once. I was born in Alabama. I am not in the work force anymore, my income was $18.4k last year.",I live with my wife and my stepson.,"We live in the montgomery, Alabama area. We live in a house built in the 1960s with 3 bedrooms. We rent. Our rent is $500+ per month.",My wife is 50 years old. She was born in Alabama. She is a receptionist. She made $70k last year. She leaves for work at around 6:32 am. It takes her about 15 minutes to get to work. My stepson is 26 years old. He was born in Alabama. He works as a stocker and order filler. He made $48.5k last year. He leaves for work at around 5:32 am. It takes him about 20 minutes to get to work.,2,2,15,3,size_3_4,3820,0,posted,2026-04-08T13:23:35+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miyfbdugkc2r,bafyreibrd3gh3ehencwcmnva6fruzhpwp44bvotu6tb3masbf7mtrhjzsu,3.0
3813,"1,2","I am a 53-year-old woman. I have been married more than twice. I was born in Tennessee. My ancestry is english. I am a eligibility interviewer, government program. I made $55k last year. I studied family and consumer sciences in college. I drive to work. I leave for work at around 7:32 am. It takes me about 20 minutes to get to work.",I live with my husband.,We live in Alabama. We live in a house built in the 1940s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 600 - 649.,My husband is 53 years old. He was born in Tennessee. His ancestry is english. He works as a postal service mail sorter and processor. He made $11.4k last year.,2,2,16,2,size_2,3813,0,posted,2026-04-08T14:26:04+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miyir2tdou2j,bafyreic7nccteyusrsheheq6op7unwmeuhpc6u4wqazmtol7ig3td5cur4,3.0
1531604,"1,2,3,4",I am a 52-year-old woman. I have been married more than once. I was born in Arkansas. My ancestry is irish. I am a general and operations manager. I made $65k last year. I studied accounting in college. I drive to work. I leave for work at around 7:02 am. It takes me about 45 minutes to get to work.,I live with my husband and 2 daughters.,"We live in Wyoming. We live in a house built in the 1980s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 1,600 - 1,699.",My husband is 48 years old. He has trouble with his vision. He was born in Michigan. His ancestry is scotch irish. He works as a retail supervisor. He made $60k last year. He leaves for work at around 6:02 am. It takes him about 45 minutes to get to work. My 1st daughter is 15 years old. She was born in Wyoming. Her ancestry is irish. She did not have personal income last year. My 2nd daughter is 14 years old. She has trouble with her vision. She was born in Wyoming. Her ancestry is irish.,2,2,17,4,size_3_4,1531604,0,posted,2026-04-08T15:22:17+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miylvlrbdn2r,bafyreig224wlvtzi3hwrosucfrnzg5mikpisnlvx22p6mrdz7zms4fieiu,4.0
1531607,"1,2","I am a 67-year-old man. I was born in Wyoming. I used to be a truck driver. I am not in the work force anymore, my income was $62.4k last year.",I live with my wife.,"We live in Wyoming. We live in a house built in the 1960s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 1,200 - 1,299.",My wife is 67 years old. She was born in Wyoming. She is a human resources worker. She made $88k last year. She leaves for work at around 7:02 am. It takes her about 50 minutes to get to work.,2,2,18,2,size_2,1531607,0,posted,2026-04-08T16:20:17+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miyp5c7fii2j,bafyreihkconroskwlw7gm3slwycozwukcrtka67lypxd5bzzt6suoaoh7q,2.0
3816,"1,2,3,4",I am a 33-year-old man. I was born in Alabama. My ancestry is english. I am a manager. I made $95k last year. I drive to work. I leave for work at around 6:32 am. It takes me about 15 minutes to get to work.,I live with my wife and my son and my daughter.,We live in Alabama. We live in a house built in the 2010s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 750 - 799.,My wife is 35 years old. She was born in Wisconsin. Her ancestry is german. She is a education and childcare administrator. She made $26.5k last year. She studied psychology. She leaves for work at around 6:52 am. It takes her about 25 minutes to get to work. My son is 8 years old. He was born in Texas. His ancestry is english. My daughter is 6 years old. She was born in Colorado. Her ancestry is german.,2,2,19,4,size_3_4,3816,0,posted,2026-04-08T17:18:57+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miysg7kdt72c,bafyreigechqm77jjyy2ljlg4eghmhs6noeeoop75rridnzswvpuboij7pe,3.0
3817,"1,2","I am a 69-year-old woman. I was born in Alabama. I am not in the work force anymore, my income was $12k last year.",I live with my husband.,We live in Alabama. We live in a house built in the 2010s with 3 bedrooms. We own our home. Our annual property taxes are $ 500 - 549.,"My husband is 67 years old. He was born in Alabama. He is not in the work force anymore, he had a income of $31.3k last year.",2,2,20,2,size_2,3817,0,posted,2026-04-08T18:17:33+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miyvoyis732y,bafyreihpsdooce3o5co62lyt66qhkhg4cn7i2pylr6ho5ughb5skxxywye,2.0
1531605,"1,2,3",I am a 62-year-old man. I was born in Wyoming. My ancestry is irish. I am a radio and telecommunications equipment installer and repairer. I made $54k last year. I walk to work. I leave for work at around 8:02 am.,I live with my wife and my son.,"We live in Wyoming. We live in a house built in the 1940s with 2 bedrooms. We own our home. Our annual property taxes are $ 1,000 - 1,099.",My wife is 55 years old. She was born in Illinois. Her ancestry is irish. She is a retail supervisor. She made $42k last year. She leaves for work at around 8:32 am. It takes her about 10 minutes to get to work. My son is 20 years old. He was born in Wyoming. His ancestry is irish. He works as a material moving worker. He made $24k last year. He leaves for work at around 8:32 am. It takes him about 10 minutes to get to work.,2,2,21,3,size_3_4,1531605,0,posted,2026-04-08T19:23:20+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miyzemqgf32y,bafyreih7xi7oqtm6g6ildv4bdg75apslyapnsbstahugfozdavmwwu642q,4.0
1531603,"1,2","I am a 68-year-old man. I was born in Wyoming. My ancestry is scottish. I used to be a motor vehicle operator. I am not in the work force anymore, my income was $12.5k last year.",I live with my wife.,"We live in Wyoming. We live in a house built in the 2000s with 3 bedrooms. We own our home. Our annual property taxes are $ 2,500 - 2,599.","My wife is 66 years old. She was born in Wyoming. Her ancestry is german. She was a administrative assistant. She is not in the work force anymore, she had a income of $53.4k last year. She studied social work.",2,2,22,2,size_2,1531603,0,posted,2026-04-08T20:08:08+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miz3uqavnx2k,bafyreihrka6n3bf2bt6f2mddwe5nkuoicpxwtf4zznocdlvcvcsm6u6mgi,2.0
3811,"1,2,3,4","I am a 26-year-old man. I was born in Alabama. I am a welding, soldering, and brazing worker. I made $45.5k last year. I drive to work. I leave for work at around 5:05 pm. It takes me about 10 minutes to get to work.",I live with 2 mothers and my brother.,"We live in the montgomery, Alabama area. We live in a attached house built in the 1980s with 3 bedrooms. We rent.","My brother is 25 years old. He was born in Alabama. He made $1.2k last year. My mother is 72 years old. She was born in Alabama. She is not in the work force anymore, she had a income of $19.4k last year. My mother is 47 years old. She was born in Alabama. She made $11.6k last year.",2,2,23,4,size_3_4,3811,0,posted,2026-04-08T21:09:10+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3miz7buigva2h,bafyreicfxk6fhckfqquxah4x6vupztf2tx5dqmgngp3m6alysqi4gy5izq,3.0
3819,1,"I am a 73-year-old woman. I was widowed. I was born in Georgia. I used to be a registered nurse. I am not in the work force anymore, my income was $63.3k last year.",I live alone.,"I live in the birmingham, Alabama area. I live in a house built in the 2010s with 3 bedrooms. I used a mortgage to buy my home. My annual property taxes are $ 1,100 - 1,199.",,3,3,0,1,size_1,3819,0,posted,2026-04-08T22:08:04+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mizcl74kpg2u,bafyreidbypyuqkgpwpmie5sgwqkqmlgxt3rqtrsje6i3l2cs56lobqqdx4,2.0
1531534,"1,2,3,4,5,6,7,8","I am a 72-year-old man. I was born in Utah. My ancestry is western european. I am a surveyor, cartographer, and photogrammetrist. I made $85.2k last year. I studied theology and religious vocations in college. I drive to work. I leave for work at around 6:32 am. It takes me about 10 minutes to get to work.","I live with my wife, my son, 2 grandsons and 2 granddaughters, and my daughter-in-law.","We live in Wyoming. We live in a house built in the 1960s with 5 bedrooms. We own our home. Our annual property taxes are $ 4,000 - 4,099.","My wife is 69 years old. She was born in New York. Her ancestry is germanic. She is a elementary and middle school teacher. She made $24k last year. She studied botany. She leaves for work at around 7:47 am. It takes her about 5 minutes to get to work. My daughter-in-law is 37 years old. She was born in Wyoming. Her ancestry is scottish. She is a property, real estate, and community association manager. She made $1k last year. She studied nuclear, industrial radiology, and biological technologies. My son is 38 years old. He was born in Wyoming. His ancestry is western european. He works as a manager. He made $68k last year. He studied general business. He leaves for work at around 7:32 am. It takes him about 40 minutes to get to work. My 1st granddaughter is 15 years old. She was born in Idaho. Her ancestry is western european. She made $1.5k last year. My 1st grandson is 15 years old. He was born in Idaho. His ancestry is western european. He made $1.5k last year. My 2nd grandson is 9 years old. He was born in Florida. His ancestry is western european. My 2nd granddaughter is 4 years old. She was born in Wyoming. Her ancestry is western european.",3,3,1,8,size_8_plus,1531534,0,posted,2026-04-08T23:08:16+00:00,,at://did:plc:kjxtmrzpyp2sdsgkabuzijyr/app.bsky.feed.post/3mizfwtp4vx2w,bafyreifk5rxvaycabmeljtdmvxtdkk67gk73ov7n6ezgtapgce6jrau2ry,7.0
